text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Joking
العنصرية اللي منتشرة هالأيام خطورتها أكثر من فايروس كورونا نفسه !!! تمنياتي للعنصرين بالشفاء العاجل 😏🤲🏻,Negative,0,0,0,1,0,0,1,0,0,0
"اعلنت عن تسجبل أول وفاة 


",Neutral,0,0,0,0,0,0,0,0,1,0
ندعوا الله أن لا ينقلب شهر إلى ,Joking,0,0,0,0,0,0,0,0,0,1
كورونا تايم = جهنم تايم من أفعالكم يا اولاد الكلب,Negative,0,0,0,1,0,0,1,0,0,0
ولاية غازي عنتاب التركية تسجل 37 إصابة بفيروس كورونا وحالتي وفاة وحالتي شفاء من الفيروس,Neutral,0,0,0,0,0,0,0,0,1,0
المغرب يسجل 21 إصابة جديدة بفيروس كورونا المستجد ليبلغ عدد الحالات في المملكة 638 - الصحة,Neutral,0,0,0,0,0,0,0,0,1,0
"استعطعنا ي كورونا بس ماستطعنا 
العالم وكورونا. 🔥⚰️",Joking,0,0,0,0,0,0,0,0,0,1
 تعلن عن تسجيل 7 وفيات جديدة بفيروس المستجد ليرتفع إجمالي الوفيات إلى 24 و440 إصابة جديدة ليرتفع عدد الإصابات إلى 2777.,Neutral,0,0,0,0,0,0,0,0,1,0
طبعا لبست بطلع للماركت ، قالت لي ماما (اذا طلعت من الباب لا ترجع ما صبرنا عليك وأنت متعافى عشان نصبر عليك وأنت فيك كورونا ) !!!,Neutral,0,0,0,0,0,0,0,0,0,0
 لم تقم بالشكل الصحيح في ارثام المصابين بفايروس كورونا وهذا يعني التظليل والكذب للعالم,Negative,0,0,0,0,0,0,1,1,0,0
"مخيم للاجئين فى ظهرت فيه حالات كورونا و السلطات بتحاول تعزل المخيم .. لكن تقريبا المخيم كله هيتصاب 
الوضع مأساوى هناك",Negative,0,0,0,0,0,1,0,0,0,0
🔴فيروس الجهل أكثر أنتشاراً وأشد فتكاً من فيروس كورونا فاحذروا نشر كل مايأتيكم ولاتكونوا حاضنة للفيروسات وتزودو بالعلم وثقافة بحث المعلومة,Neutral,0,0,0,0,0,0,0,0,0,0
حصيلة ضحايا فيروس المستجد /كوفيد 19/ في تجاوزت الـ30 ألفا,Neutral,0,0,0,0,0,0,0,0,1,0
كىىىـ اخت كورونا اخو ىىىرموطه اخو ك/حبه الناس انجنننتتتت,Joking,0,0,0,0,0,0,0,0,0,1
"لمن تكون قاعد في البيت و ما عندك موضوع...🙃
Here we go..✨🖇💛 

 ",Negative,0,0,0,0,0,1,0,0,0,0
"العالم يبحث عن دواء لفيرس كورونا 
وحكامنا العرب يبحثون عن أكفأ الحراسات وأشدها صرامه للحفاظ علي كراسيهم الباليهة",Negative,0,0,0,0,0,0,1,0,0,0
"تم انتاج اول لقاح لوباء 
 
",Positive,1,0,0,0,0,0,0,0,0,0
"بس نتخرج من الحجر_الصحي بالسلامه..رح نوقف كلنا سواو نرمي الكمامات بالهوا..
ونتصور صورة جماعيةو نكتب عليها خريجي كورونا دفعة ٢٠٢٠😜",Joking,0,0,0,0,0,0,0,0,0,1
باقي 10 ايام ويخلص الحجر وترجع الحياه ويموت كورونا,Positive,1,0,0,0,0,0,0,0,0,0
ياما قلبي قال تهنى هي كورونا اوعك منا 😂💯,Joking,0,0,0,0,0,0,0,0,0,1
"الحرس الوطني الكويتي يصدر مطبوعات توعوية بأعراض وطرق الوقاية من فيروس كورونا 
 ",Neutral,0,0,0,0,0,0,0,0,1,0
"نقلاً عن مصادر يمنية موثوقة 😂😂😂

وزارة الصحة اليمنية : السيدة التي توفيت بسبب فايروس كورونا بدأت تتماثل للشفاء .",Joking,0,0,0,0,0,0,0,0,0,1
سلطات إقليم كردستان تسجيل 6 إصابات جديدة بفيروس كورونا في أربيل ليرتفع عدد الإصابات إلى 176,Neutral,0,0,0,0,0,0,0,0,1,0
"
 
 
 

كل ما يقول المأذن صل في بيتك
.
.",Positive,1,0,1,0,0,0,0,0,0,0
شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة. ,Neutral,0,0,0,0,0,0,0,0,1,0
"تتذكرون ال900 مليون دولار مالت نعل عديلة حمود؟ عجباً كم غرفة إنعاش وكم جهاز تنفس يسوي العراق بهذا المبلغ؟
",Negative,0,0,0,0,0,0,1,0,0,0
تحية لفيروس كورونا الذي كشف ضعف القوي قبل الضعيف.,Positive,1,1,0,0,0,0,0,0,0,0
 | سلطنة تعلن عزلا صحيا تاما لولاية مطرح بدءا من اليوم وحتى إشعار آخر ضمن إجراءات مواجهة ,Neutral,0,0,0,0,0,0,0,0,1,0
دعواتكم عمتي اكس راجعه من لندن وطلع فيها كورونا واحين انا وعمي رايحين نسوي فحص لان احنا استقبلناهم🙂💔,Negative,0,0,0,0,1,0,0,0,0,0
عاجل | العراق يعلن تسجيل 6 حالات جديدة بفيروس كورونا في محافظة أربيل,Neutral,0,0,0,0,0,0,0,0,1,0
"حفظ الله مصر وشعبها وجيشها ورئيسها من كل سوء 🙏⁦🇪🇬⁩

",Positive,0,0,1,0,0,0,0,0,0,0
"الناش شغلها الشاغل كورونا واللافح وفي بعض الناس شغلها الشاغل \غلدونا\""",Negative,0,0,0,0,0,0,1,0,0,0
شايل هم الترم ذا اكثر من كورونا 💔,Negative,0,0,0,0,1,1,0,0,0,0
"السلطات الروسية تعلن عن تسجيلها سبع وفيات، و440 إصابة جديدة بفيروس كورونا (كوفيد-19) خلال الساعات الـ24 الماضية.
",Neutral,0,0,0,0,0,0,0,0,1,0
يعنى لما اخد اجازه من الشغل و اانتخ تيجى كرونا تخلينى زى اللقيط معرفش اخرج من البيت 😭😭,Negative,0,0,0,0,0,1,0,0,0,0
عاجل | سلطات إقليم كردستان تسجيل 6 إصابات جديدة بفيروس كورونا في أربيل ليرتفع عدد الإصابات إلى 176 ,Neutral,0,0,0,0,0,0,0,0,1,0
"كذبه ابريل 
لكن كورونا الصدق، ماله الا حسين الجسمي يغني له ويفكنا منه 
انتوا عارفين اغانيه والكوراث 
😂😂😂😂😂😂",Joking,0,0,0,0,0,0,0,0,0,1
"اتمنى من الكل التعاون مع الجهات المختصه لتفشي هاذا الوباء .... حفظكم الله 
 
 
",Positive,1,0,1,0,0,0,0,0,0,0
عدد المصابين بفيروس كورونا في تزايد كل يوم لذا عمان بحاجه الى كيف تتركون سلامه ارواحنا لضمير المصابين ؟؟ ,Negative,0,0,0,0,0,0,1,0,0,0
المملكة المتحدة تجرب علاجا محتملا لـ ,Neutral,0,0,0,0,0,0,0,0,1,0
علماء نفس يوصون بالتباعد الاجتماعي لتخفيف الإصابة ب كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
"رأيي الشخصي بعد انتهاء أزمة كورونا 
معظم دول الاتحاد الاوربي هاتنهي علاقتها بيه واتوقع تفككه تماما ،،",Negative,0,0,0,0,1,0,0,1,0,0
صندوق النقد الدولي يرفض منح فنزويلا قرضاً لمواجهة فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
" يقيموا في الجثث بالفوركة قبل يقيموا بيها اللوح وتوا بالبشر ويحطوا في السيارات الكبار (( ثلاجات اللحم )) كارثة وخلاص...
",Negative,0,0,0,1,0,1,0,0,0,0
سحقاً لعنصرية، فعلاً كشفت أفكار نتنة مخبأة في صدور اشخاص كنا نعتقدهم ملائكة الرحمة ..,Negative,0,0,0,0,0,0,1,0,0,0
روسيا تسجل 440 إصابة جديدة بفيروس كورونا ليرتفع عدد الإصابات إلى 2777,Neutral,0,0,0,0,0,0,0,0,1,0
"- الحمدلله بدأت بـ الدايت 
- نص بيضه الصبح
- ونص تفاحه الظهر
- ونصف الثلاجة بالليل 😂☻💔
",Joking,0,0,0,0,0,0,0,0,0,1
"نواجه فايروس كورونا بالوعي والالتزام بالاجراءات والتعليمات الصحية ، 
وليس بالتفاخر والمديح السمج !! 

 ؟",Negative,0,0,0,1,0,0,1,0,0,0
 المهم تكون اسعارهم في متناول الجميع 😌,Joking,0,0,0,0,0,0,0,0,0,1
ما حدا يكذب علينا اليوم،،، مش ناقصنا... 🤣🤣🤣 ,Joking,0,0,0,0,0,0,0,0,0,1
عاجل | مركز العمليات الروسي لمكافحة كورونا: تسجيل 7 وفيات جديدة بفيروس كورونا ليرتفع إجمالي الوفيات إلى 24,Neutral,0,0,0,0,0,0,0,0,1,0
"كورونا اريد انخاج وبجي ابمضيفج كون الما يحبني هنا كرفي بطريقج
 لا لا لا لا لا جذب اشاقه😂😂😂😂😂😂

.
😂😂😂😂😂😂😂 ",Joking,0,0,0,0,0,0,0,0,0,1
ولاية غازي عنتاب التركية تسجل 37 إصابة بفيروس كورونا وحالتي وفاة وحالتي شفاء من الفيروس,Neutral,0,0,0,0,0,0,0,0,1,0
"لاتشعل أصابعك جميعها شموعاً اترك واحده
لتعضها نداما
",Negative,0,0,0,0,0,1,0,0,0,0
الميزة فى كورونا ان الكورة وقفت ياريت تتلغى للابد بقت لعبة تافهه ومملة اقسم بالله,Negative,0,0,0,0,0,0,1,0,0,0
"📍سلطنة | نسبة الشفاء من بلغت 15.6% .

",Neutral,0,0,0,0,0,0,0,0,1,0
صدقت يا بو محمد وهذا مرض كرونا قد داهمنا من غير موعد نسال الله العفو والعافية,Positive,0,0,1,0,0,0,0,0,0,0
 هل هناك قرار يحدد دخول العملاء لأفرع البنوك التجارية خلال جائحة كورونا طبقاً للعنوان بالبطاقة المدنية. نرجو الإفادة. شكراً.,Neutral,0,0,0,0,0,0,0,0,0,0
"اصرفوا منحة الطوارئ يا حكومتنا الرشيده الناس بين نارين كورونا من جهة والجوع من جهة...

",Negative,0,0,0,0,1,0,1,0,0,0
٣ اشهر نكبات عشان لحد يقول بس يناير شهر منحوس و اليوم بدايتها زلزال و توقعات لوفاة مليونين شخص في امريكا بسبب كورونا,Negative,0,0,0,1,0,0,0,0,0,0
"السعودية تنسق مع الصحة الفلسطينية لتأمين الاحتياجات للشعب الفلسطيني لمواجهة 

 ",Neutral,0,0,0,0,0,0,0,0,1,0
لدي ثقة وإيمان كبير بأن سيكون أول بلد عربي يُعلن عن أنتهاء تفشي خلال الأيام القادمة,Positive,1,0,0,0,0,0,0,0,0,0
كورونا كشف للعالم حقيقة مثالية بعض الشعوب ودناءة نفوسهم وقطارة فكرهم، وبالمقابل أثبت معادن الرجال وبين من الوافي ومن النذل ...,Negative,0,0,0,0,0,0,1,1,0,0
"كتير حلو الطقس، وخرج زربة بالبيت..🌨🌨🌨
 
 
 
",Positive,1,0,1,0,0,0,0,0,0,0
الا ليت كرونا تنزاح عنا. فأ اخبرها بأنا متوكلينا,Neutral,0,0,0,0,0,0,0,0,0,0
عاجل: الرئيس الإيراني حسن روحاني يقول إن معدلات تفشي فيروس كورونا تراجعت في كل محافظات البلاد,Neutral,0,0,0,0,0,0,0,0,1,0
"لعل الدرس الذي سيأخذه العالم من فايروس كورونا هو : لا تكبر فان الله اكبر 
اللهم وحد قلوبنا جميعًا في التواضع أمام عزتك وجبروتك",Positive,0,0,1,0,0,0,0,0,0,0
هل تتوقعون هالشهر بتتقلص حالات كورونا او راح تزيد؟,Negative,0,0,0,0,1,0,0,0,0,0
الرئيس الإيراني: معدلات تفشي فيروس كورونا في البلاد تراجعت,Neutral,0,0,0,0,0,0,0,0,1,0
"الرئيس الإيراني يقول إن الاحصاءات تظهر انخفاض تفشي فيروس كورونا ( كوفيد-19) في جميع محافظات بلاده دون استثناء.
",Neutral,0,0,0,0,0,0,0,0,1,0
مع نهاية شهر لم تنفد الصواريخ والقنابل خلال تسع سنوات لكن نفدت الكمامات والمعقمات من السوق خلال شهرين بسبب ,Negative,0,0,0,0,0,1,0,0,0,0
ثنائك المفرط على أداء الجهات المعنية بأزمة يكشف سوء ظنك المسبق، كل مافي الأمر أنها خالفت ظنك وأدت عملها بشكل جيد.,Positive,0,1,0,0,0,0,0,0,0,0
"وقتلي الإفريقي جات باش تهز البطولة سليم شيبوب خرج فيروس كورونا باش يوقفوا الموسم 
زنطور يحكي لولدو عام 2050 🤣😂🤣",Joking,0,0,0,0,0,0,0,0,0,1
"حوالي 13 ألف حالة تعافي منذ أمس ..

\ تحديث 1 أبريل",Neutral,0,0,0,0,0,0,0,0,1,0
"ي جماعه وضعنا مثل وضع حارة الضبع بس الفرق هم حبسهم الفرنساويه 
واحنا كورونا الصين 💔😭😭😂",Joking,0,0,0,0,0,0,0,0,0,1
"الرئيس الإيراني: معدلات تفشي فيروس كورونا في البلاد تراجعت

 ",Neutral,0,0,0,0,0,0,0,0,1,0
 وزير الداخلية التركي: فرض الحجر الصحي على 50 بلدة وقرية في 21 ولاية لمنع انتشار فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
شو ممكن تكون في افكار ابداعيه ومختلفه برايكم لمواجهة ازمة كورونا !! ابي شي ابداعي وسبشل,Positive,1,0,0,0,0,0,0,0,0,0
واحتزم وهيه زلزلة وأخذ حقه بدق خشوم نبي نشوف هياطكم قدام ,Negative,0,0,0,0,0,0,1,0,0,0
حقيقة كورونا فرصة لتحرر الشعوب المقهورة التي ترزح تحت احتلال بلاد فارس المجوسية.,Neutral,0,0,0,0,0,0,0,0,0,0
"ما نسبة التزامك بالحجر المنزلي؟؟

25% 50% 75% 100% 0%

 
 
",Neutral,0,0,0,0,0,0,0,0,1,0
كاسر خاطري الملك سلمان 🥴 من قرر ينحرف ويفتح بارات ومراقص بالمملكة جاء والعالم كله 😂😂,Joking,0,0,0,0,0,0,0,0,0,1
"جرعه وعي

✌🏻🇸🇸✌🏾🇪🇹✌🏽🇸🇩✌🏿

 
 
",Positive,1,0,0,0,0,0,0,0,0,0
يا سلام طلعنا بفوائد من كورونا خلونا ننظف المجتمع من الاشخاص الي على شاكلة هالزباله,Negative,0,0,0,0,0,0,1,0,0,0
"

في هالزمن مافيه بوسات وأحضان
................. حتى يزيل الله بقايا كورونا

😁",Joking,0,0,0,0,0,0,0,0,0,1
" العالم يواجه أسوأ أزمة منذ 

 ",Neutral,0,0,0,0,0,0,0,0,1,0
 يفاجئنا بالجديد فكرة ممر التعقيم الذاتي فكرة ذكية و تهدف إلى الوقاية من فيروس المستجد,Positive,1,1,0,0,0,0,0,0,0,0
" 
.
اغلب المشاهير مثلهم مثل كورونا يجب الحذر منهم وتوعيه المجتمع بخطرهم ..
. 
 
",Neutral,0,0,0,0,0,0,0,0,0,0
الحجز الصحي كارثة على المزوجين الهاربين من نسوانهم.. ,Joking,0,0,0,0,0,0,0,0,0,1
"ما نسبة التزامك بالحجر المنزلي؟؟

 
 
",Neutral,0,0,0,0,0,0,0,0,0,0
الا هالكيان الصهيوني لا يجودة لا كورونا و لاغيره,Negative,0,0,0,0,0,0,1,0,0,0
تركيا: فرض حجر صحي على 50 بلدة في 21 ولاية بسبب كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
"

أتمنى يا دوح أخذت درس
الناس منغثه من كورونا والحضر وانت تنزل مقطع سخيف جدآ. .. أعقل",Negative,0,0,0,0,0,0,1,0,0,0
"آخر إحصائيات # فيروس كورونا بلغ 860025مصاب 
وبلغ الوفيات 42384",Neutral,0,0,0,0,0,0,0,0,1,0
"قبل كورونا ما كنت لاقي وقت فاضي امسك فيه الموبايل الا بتواليت
بعد الحظر عم ضيع ما لا يقل عن ست ساعات بالنهار عالموبايل",Negative,0,0,0,1,1,0,0,0,0,0
البرلمان الروسي أقر قوانين تصل العقوبة بموجبها إلى السجن 7 سنوات لمخالفي حظر التجوال ,Neutral,0,0,0,0,0,0,0,0,1,0
"إلرئيس الإيراني يؤكد ان العقوبات الأميركية غير العادلة لم تعق عملية مكافحة طهران لفيروس 


",Neutral,0,0,0,0,0,0,0,0,1,0
أكد عالم صيني بضرورة ارتداء الكمام للحماية من فايروس كورونا وإن عدم ارتداءه هو بمثابة خطأ فادح,Neutral,0,0,0,0,0,0,0,0,1,0
الله يعطيك العافية و شكرا على تقديرك للوضع العالمي و مكافحة ,Positive,0,1,0,0,0,0,0,0,0,0
رسلنا لليمن فحص كورونا ايش كذب خاذا 🙂,Negative,0,0,0,0,0,0,1,0,0,0
"شهر يناير : حرب عالمية
فبراير : كورونا
مارس : اعصار
ابريل : La casa de papel",Joking,0,0,0,0,0,0,0,0,0,1
"سألوا بعض التجار: ليش ما بتتبرعوا للفقرا.🙄
قالوا: ما نبي نوكلهم مال حرام. ✋
من أصدق ما قرأت😂

",Joking,0,0,0,0,0,0,0,0,0,1
"الكورونا بين معادن الناس💔😳

 يا الله حسن العمل والختام",Neutral,0,0,0,0,0,0,0,0,0,0
 لاحولا ولاقوة الا بالله ... كورونا علمنا اننا كبشر سواسيه ومافيه تفرقه وهذه تقول : ((قطوه في بلده أو في البر)),Negative,0,0,0,0,0,0,1,0,0,0
ماذا بعد انتهاء الحضر المفروض بسبب فيروس هل من الممكن أن يتفشى من جديد أم سيستمر الحظر لحين ايجاد لقاح ,Negative,0,0,0,0,1,0,0,0,0,0
تسجيل 6 حالات جديدة بفيروس كورونا في محافظة اربيل,Neutral,0,0,0,0,0,0,0,0,1,0
"حنبنيهو

✌🏻🇸🇸✌🏾🇪🇹✌🏽🇸🇩✌🏿

 
 
",Joking,0,0,0,0,0,0,0,0,0,1
"تسجيل 6 حالات جديدة بفيروس في محافظة 


",Neutral,0,0,0,0,0,0,0,0,1,0
كورونا أصبح ليس مجرد مرض أصبح خطر للإنسان لكن الله موجود وهو خالق الداء والدواء يارب لطفك على أهل السودان,Positive,0,0,1,0,0,0,0,0,0,0
"وزارة الصحة الكويتية :

28 حالة جديدة بفيروس كورونا",Neutral,0,0,0,0,0,0,0,0,1,0
بعد تكمل كورونا كلما نعرفو وين بيمشن الاجهزه والمعدات الطبيه 🤣,Joking,0,0,0,0,0,0,0,0,0,1
"اذا حسيت بااعراض كورونا
 لاتذهب للمستشفئ
 اذهب لمن ظلمك فبوسه واحضنه فا لمسامح كريم😃",Joking,0,0,0,0,0,0,0,0,0,1
وزير الشؤون خلال تفقدها لمغادرة المخالفين من الجالية الفلبينية.. عدد المسجلين إلى الان وصل اكثر من 700 شخص كرونا,Neutral,0,0,0,0,0,0,0,0,1,0
الكويت تسجل عدد 28 حالة كورونا جديدة 😢,Neutral,0,0,0,0,0,0,0,0,1,0
وزاره الصحه الكويتيه تسجيل إصابة 28 حالة جديدة بفيروس ليصبح الإجمالي 317 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
 صحيح اننا بنجلس لعيد الحج كذا بسبب كورونا,Negative,0,0,0,0,1,1,0,0,0,0
عاجل - تسجيل 28 إصابة جديدة بـ خلال 24 ساعة.. ليصبح الإجمالي 317 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
"عاجل| \الصحة\"": تسجيل 28 إصابة جديدة بـ\""كورونا\"" خلال 24 ساعة",Neutral,0,0,0,0,0,0,0,0,1,0
أسأل الله أن يشافي كل مريض وكل مصاب بفايروس كورونا ويكفينا شر كل بلاء بحق محمد وآل محمد,Positive,0,0,1,0,0,0,0,0,0,0
وزارة الصحة الكويتية: 80 حالة شفاء حتى الآن من كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
"تبا لـ اظهرت كل القبح في الانسان 
اذا استمرت بتكون الحياة شرسة اكثر وانعدام بالانسانية في التعامل !!
يالله احفظنا بحفظك",Negative,0,0,0,1,1,0,1,0,0,0
إحساسي كورونا بيخلص في ديسمبر من دول العالم بس ما اتمنى هذا شيء,Positive,1,0,0,0,0,0,0,0,0,0
" | وزارة الصحة الكويتية: تسجيل 28 إصابة جديدة بفيروس وارتفاع الإجمالي إلى 294

",Neutral,0,0,0,0,0,0,0,0,1,0
" تسجل ٨٦٥ حالة وفاة خلال يوم واحد بفيروس 🦠 .

 💡 ",Neutral,0,0,0,0,0,0,0,0,1,0
"اول كنت اكح علشان اغطي على طقعتي الحين اطقع علشان اغطي على كحتي
 ",Joking,0,0,0,0,0,0,0,0,0,1
"أنتبهي على نفسك منيح ترا كورونا في 
و قلبي و دعواتي دائماً معج 🙏❤
",Positive,0,0,1,0,0,0,0,0,0,0
ولد خالي تو يسألني سمعتي عن كورونا لهالدرجة يحسوني منقطعة عن العالم؟🤡,Joking,0,0,0,0,0,0,0,0,0,1
"
لولا اغانيكي طفشت من البيت وصابني كورونا 💆‍♀️🎶",Negative,0,0,0,0,0,0,1,0,0,0
تخيلو اختي جات تقول ابوي تعبان وراح المستشفى يقولو احتمال كورونا فجأه قالت امزحح كذبت ابريل!! طيب ودموع الفرحه الي نزلت مني؟؟؟؟,Joking,0,0,0,0,0,0,0,0,0,1
"تخفيضات ٥٠٠٪ يشمل منتسبي السلك العسكري 

",Neutral,0,0,0,0,0,0,0,0,1,0
"وزارة الصحة:

تأكد اكتشاف عدد ٢٨ حالة فايروس كرونا خلال ٢٤ ساعة الاخيرة

نسأل الله لهم الشفاء جميعا",Positive,1,0,1,0,0,0,0,0,0,0
"وزارة الصحة
تسجيل 28 إصابة جديدة بفيروس كورونا
والإجمالي 317 حالة",Neutral,0,0,0,0,0,0,0,0,1,0
الصحة: 80 حالة تعافي من فيروس حتى الان,Neutral,0,0,0,0,0,0,0,0,1,0
" | الشؤون الدينية التركية تجيز جمع أموال الزكاة عبر حملات التضامن الوطني لصالح مكافحة كورونا
",Neutral,0,0,0,0,0,0,0,0,1,0
"كورونا لا يقتل الاطفال.. والاسد يقتلهم
كورونا لاتفرق بين طائفة ودين.. والاسد يفعل
",Negative,0,0,0,0,1,0,0,1,0,0
وزارة الصحة الكويتية: 80 حالة شفاء حتى الآن من كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
فلسطين : 19 اصابه جديده بفيروس كورونا ليرتفع عدد الاصابات الى 134 حاله @ م ك م,Neutral,0,0,0,0,0,0,0,0,1,0
عاجل | الشؤون الدينية التركية تجيز جمع أموال الزكاة عبر حملات التضامن الوطني لصالح مكافحة كورونا,Neutral,0,0,0,0,0,0,0,0,1,0
"٢٨ حاله اصابة ب خلال ال٢٤ ساعة ماضية .. 
من ٢٨ / ٢٢ حاله مخالطين ١٩ منهم تحت التقصي الوبائي 🤢

",Negative,0,0,0,0,1,0,0,0,0,0
"الاستاذة نادية 👏
 تكشف الستار
عن إنسانية ",Positive,1,1,0,0,0,0,0,0,0,0
"(الصحة) الكويتية: 28 إصابة جديدة بفيروس كورونا خلال ال24 ساعة الماضية وإجمالي الحالات المسجلة 317 
 
(م.ث)",Neutral,0,0,0,0,0,0,0,0,1,0
"اليوم 1/4/2020
اللهم ارزقنا خير هذا الشهر وجنبنا شره ويكون فيه نهاية للوباء والبلاء كورونا ويعم الاطمئنان كافة الوطن العربي يارب يارب ..",Positive,0,0,1,0,0,0,0,0,0,0
بعد كورونا انشالله الكويت كلها اختبار ليسن ! قيادتكم بالشوارع صايره تبن,Negative,0,0,0,0,0,0,1,0,0,0
عاجل | الصحة الكويتية تسجل 28 إصابة جديدة بفيروس كورونا ليصبح الإجمالي 317 حالة,Neutral,0,0,0,0,0,0,0,0,1,0
أمريكا :تسجيل 865 حالة وفاة بفيروس كورونا خلال ٢٤ ساعة.,Neutral,0,0,0,0,0,0,0,0,1,0
 ترسل ٢٠ طبيب لمساعدة بسبب وباء ... يا سبحان الله,Neutral,0,0,0,0,0,0,0,0,1,0
كورونا مصيبة حلت عالعالم ربنا يفرجها ويزيح الغمة لكن خلتنا نشوف اشياء كتير ماكنا نشوفها وخلتنا نعرف مدى قوة او هشاشة علاقاتنا 👍,Positive,1,0,1,0,0,0,0,0,0,0
الناس خايفه من كورونا وانا افكر بكرا الصباح ايش اشتريلي فطور منجد الله يشفيني,Joking,0,0,0,0,0,0,0,0,0,1
بعد .. ستتغير هيكلة العالم .. و .. ستكون ( كان يا مكان ),Positive,1,0,0,0,0,0,0,0,0,0
"مذيع قناة فوكس نيوز :
يعرض تقرير أعده علماء صينين عن اصل و منبع مهم جداً استمعو اليه👇🏻🛋",Neutral,0,0,0,0,0,0,0,0,1,0
"(الصحة) الكويتية: 28 إصابة جديدة بفيروس كورونا خلال ال24 ساعة الماضية وإجمالي الحالات المسجلة 317 
 ",Neutral,0,0,0,0,0,0,0,0,1,0
 بعيدًا عن أخبار الست كورونا ، خبرينا شو اول شي رح تعملين نشالله بعد هالأزمة 🙏🏻❤️,Positive,1,0,0,0,0,0,0,0,0,0
كذبه ابريل ... معندناش فايروس كورونا يا جماعه 😂😂😂⁦🙋🏼‍♂️⁩,Joking,0,0,0,0,0,0,0,0,0,1
الصحيان بدري و تروح الشغل بمنتهى الفرحه و النشاط و فجأه تلاقي خبر و شخص بيقفلك اليوم فشخ انيل من خبر فيروس كرونا,Negative,0,0,0,0,0,1,0,0,0,0
شبي هذا بعد جم يوم يكول اني ربكم عساك ب كورونا متهدك وانت ميت ..,Negative,0,0,0,0,0,0,1,0,0,0
العمالة السائبة ازمة اخرى تضاف على ازمة كورونا تواجه الخليجيين .,Negative,0,0,0,0,1,1,0,0,0,0
"توقعنا كورونا تفتح قلوب الناس وتخليها
تتقبل بعض وترجّعنا لإنسانيتنا لكن يبدو إنه عبث لا
كورونا ولا غيرها قادر يغسل سواد قلوبنا وأفكارنا.",Negative,0,0,0,1,0,1,0,0,0,0
" | وزارة الصحة الكويتية: تسجيل 28 إصابة جديدة بفيروس وارتفاع الإجمالي إلى 317

",Neutral,0,0,0,0,0,0,0,0,1,0
 كم ساعه يعيش فايروس كورونا على الاسطح والكراتين والبلاستيك؟ وهل كلوركس يقتله؟,Negative,0,0,0,0,1,0,0,0,0,0
الله يلك الحوثي استعد يبان اليمن الحوثي بستغل الاوض كرونا فكون السباقي في الهجوم يكفي اتصدي حفض الله اليمن وهلاه,Negative,0,0,0,0,0,0,1,0,0,0
" تعلن وصول حالات الشفاء من إلى 80 حالة وإصابة 28 حالة جديدة

 ",Neutral,0,0,0,0,0,0,0,0,1,0
" تسجيل 28 إصابة جديدة بـ وإجمالي الإصابات يرتفع إلى 317 
",Neutral,0,0,0,0,0,0,0,0,1,0
عاجل | وزارة الصحة الكويتية: تسجيل 28 إصابة جديدة بفيروس كورونا ليرتفع الإجمالي إلى 317,Neutral,0,0,0,0,0,0,0,0,1,0
"
أن الكورونا ليست كورونا وانما غاز السارين والي نشره الجنود الأمريكان في أفغانستان بعد حضورهم حفل عسكري في يوهان الصينية ..",Negative,0,0,0,0,0,0,0,1,0,0
"اشفيه الشعب مخليها بلاغات مع الحجر .. نص الشعب في البيت و النص الثاني في النيابه .. 

هذا وباء ثاني مع كرونا الضاهر 🤔🤔😅

",Negative,0,0,0,0,0,0,1,0,0,0
28 إصابة جديدة بفايروس كورونا خلال الـ 24 ساعة الماضية.,Neutral,0,0,0,0,0,0,0,0,1,0
"💥 | الشؤون الدينية التركية تجيز جمع أموال الزكاة عبر حملات التضامن الوطني لصالح مكافحة 

 
",Neutral,0,0,0,0,0,0,0,0,1,0
"حالات التقصي الوبائي تدق ناقوس الخطر.. اصبح بعض المناطق مطلب اساسي
",Negative,0,0,0,0,1,0,0,0,0,0
"(الصحة) الكويتية: 28 إصابة جديدة بـ خلال الـ24 ساعة الماضية وإجمالي الحالات المسجلة 317 .
(كونا)


",Neutral,0,0,0,0,0,0,0,0,1,0
"ماعاد ندري ويش جنا من الصين
بلد مصنع وصناعه كورونا
مدري وش الي صار في هون بكين
صنع كورونا منتجه ودمرونا

الشاعر ابو حاتم الجبلي",Negative,0,0,0,0,0,1,1,0,0,0
ألمانيا تسجل 5453 إصابة جديدة بفيروس و 149 حالة وفاة أخرى، و تسجل 61 إصابة جديدة بالفيروس، لتصل إلى 708 حالات. ,Neutral,0,0,0,0,0,0,0,0,1,0
"اللهم انحسار لا انتشار 
اللهم ارفع عنا هذا البلاء💔💔

",Positive,0,0,1,0,0,0,0,0,0,0
